population,n,R2,RMSE,MAE,median_fold_error,within_2_fold_percent,within_5_fold_percent,within_10_fold_percent,SSE,SST
pre_screening_development,34959,0.6541697315691386,0.3919196285351642,0.2630552750306106,1.4927835065220836,70.00200234560485,92.82302125346835,97.20815812809292,5369.737192285462,15527.088524233623
